84,12
85,18
86,76
87,58
88,55
89,10
91,67
92,73
93,52
94,5
95,72
96,67
97,11
98,49
99,77
100,99
101,79
103,3
104,17
105,3
106,62
107,81
108,92
110,98
112,13
113,26
114,24
115,90
116,89
117,96
118,33
119,22
120,34
121,36
122,13
123,3
124,2
125,50
126,85
127,13
128,84
129,23
130,-1
131,15
132,48
133,64
134,3
137,73
138,65
139,89
140,45
141,29
142,98
143,77
144,99
145,95
146,29
148,7
149,55
150,97
152,84
153,20
154,60
155,32
156,88
157,27
158,30
159,40
161,94
162,38
163,94
164,67
166,96
167,26
168,62
169,50
170,81
171,87
172,28
173,74
174,94
175,48
