84,9
85,82
86,82
87,40
89,87
90,35
91,6
92,57
93,28
95,85
96,91
97,10
98,43
99,79
100,31
102,30
103,51
104,44
105,53
106,43
107,30
108,22
111,11
112,96
114,83
117,59
118,87
120,91
121,69
124,20
125,40
127,91
128,86
129,37
130,53
132,50
133,60
134,72
135,25
136,21
137,35
138,21
139,97
140,75
141,8
142,44
144,5
145,11
146,27
147,92
149,7
151,68
152,69
153,81
154,100
155,57
156,10
158,59
159,26
160,32
161,100
162,34
163,43
164,81
165,92
166,7
167,92
169,31
170,14
171,56
172,38
173,4
174,53
175,29
176,73
