177,54
178,36
179,12
182,63
183,54
184,59
185,16
186,74
187,17
188,70
189,89
191,12
192,45
194,65
195,100
196,29
197,44
198,48
199,67
201,97
202,100
203,48
206,90
207,40
208,65
209,3
211,90
213,50
214,75
215,10
216,43
217,59
218,81
219,32
220,95
221,5
222,38
223,40
224,81
225,21
226,76
227,99
228,1
229,42
230,34
231,82
232,84
233,70
234,27
235,29
236,65
239,10
240,46
241,52
242,8
243,4
244,65
245,10
247,19
248,83
249,20
250,53
251,36
252,13
253,17
254,1
255,72
256,40
258,60
259,14
260,74
261,37
262,66
