264,63
265,53
266,40
267,76
268,63
269,38
270,37
271,3
272,70
273,17
274,18
275,31
276,2
277,40
278,56
279,50
280,2
281,68
282,32
283,74
284,50
285,39
286,97
287,100
288,12
290,44
291,91
292,79
293,82
294,47
295,87
298,18
300,45
301,97
302,26
303,92
304,50
305,44
307,42
309,43
310,60
311,60
312,69
313,52
314,77
315,92
318,19
319,50
321,45
326,40
327,79
328,74
329,38
331,50
333,88
335,8
336,35
337,96
338,38
340,95
341,-1
343,34
345,9
347,3
348,64
349,68
350,19
351,86
353,48
354,78
355,7
356,98
357,74
358,89
360,35
