263,2
264,94
265,20
266,40
267,95
269,52
270,79
271,31
272,26
273,11
275,10
276,53
278,56
281,25
282,74
283,78
284,86
285,14
288,21
289,11
290,82
291,62
292,79
293,35
295,69
297,8
298,18
300,96
301,16
302,55
303,14
305,70
306,88
307,65
310,83
311,32
312,73
313,42
314,39
315,100
316,84
318,18
319,44
320,56
321,56
323,10
324,3
326,7
327,44
328,14
329,23
330,63
331,14
332,54
333,5
334,19
335,57
336,49
337,67
338,47
340,15
341,49
343,44
344,25
345,79
346,61
347,74
348,82
349,24
350,69
351,10
352,65
353,29
354,37
355,27
356,93
357,71
359,6
360,98
