362,50
363,37
364,25
365,78
368,94
369,30
370,39
371,37
372,45
374,93
375,50
376,96
377,52
378,48
380,88
381,8
382,87
383,17
384,84
385,18
386,-1
387,66
388,38
389,99
390,22
391,26
392,76
394,34
395,47
397,99
398,94
399,96
401,61
402,9
403,49
404,60
405,82
407,45
408,78
409,69
410,65
411,25
412,32
413,85
414,44
415,96
416,73
417,3
419,87
420,41
421,26
422,68
423,85
424,93
425,31
426,72
428,31
429,54
430,89
431,81
432,55
433,91
434,55
435,9
438,92
439,12
440,15
441,1
442,47
443,26
444,24
445,96
446,62
447,76
448,69
