263,56
265,88
266,81
267,24
268,33
269,65
270,54
271,94
272,12
274,66
275,67
276,3
277,43
279,9
280,72
281,10
283,15
284,32
286,43
287,38
288,23
289,78
290,61
291,27
292,47
293,96
294,12
295,32
296,34
297,6
298,77
299,71
300,46
301,31
302,3
303,79
304,75
305,84
306,92
307,66
308,23
310,28
311,71
312,18
314,96
315,27
316,28
317,79
318,83
321,52
322,99
323,68
325,43
327,93
328,64
329,98
330,92
331,42
332,63
334,16
335,99
336,31
337,52
338,92
339,83
340,69
341,39
343,91
344,82
345,36
346,93
347,86
348,33
349,28
351,40
352,36
353,94
354,37
355,85
356,95
358,7
359,28
360,79
