361,29
362,88
363,-1
365,75
366,38
367,9
369,89
371,8
372,76
373,8
374,3
375,88
376,74
377,94
378,72
379,27
380,49
383,49
385,82
386,77
387,47
389,35
390,29
391,87
392,54
393,40
394,34
395,87
396,71
397,80
398,32
399,37
400,69
401,19
403,5
405,29
406,12
407,67
408,61
409,63
410,27
412,96
413,76
414,29
417,87
418,69
419,34
420,16
421,89
422,92
423,11
424,7
425,34
426,86
427,44
428,33
429,51
430,91
431,1
432,95
433,87
434,61
436,25
437,33
438,75
440,-1
441,15
442,73
443,65
444,63
445,80
446,96
447,7
448,11
