263,89
265,43
266,93
267,84
268,73
269,41
270,6
271,87
272,91
273,36
275,55
276,23
277,22
280,71
281,54
282,39
283,38
284,94
285,33
286,12
287,62
288,8
289,89
290,40
291,85
292,49
293,34
298,75
299,69
300,87
301,12
303,76
304,84
305,-1
306,63
307,33
308,7
309,88
313,43
314,35
315,21
316,67
318,94
319,78
320,32
322,79
323,25
324,38
325,85
326,86
327,100
328,22
330,42
331,-1
332,1
333,18
335,30
336,6
337,61
340,-1
341,55
343,73
344,44
345,37
346,79
348,82
351,31
352,46
353,74
354,98
355,48
356,78
357,16
358,82
359,87
