263,91
264,43
265,92
266,53
267,50
268,14
269,15
270,1
271,8
274,72
275,17
276,99
277,27
278,15
279,100
282,29
283,18
284,81
285,60
286,67
287,46
288,90
289,87
290,87
292,36
293,37
294,48
295,83
296,22
297,56
299,46
300,23
301,96
302,57
304,71
307,7
308,44
309,20
311,31
312,43
313,73
314,28
315,2
316,79
317,83
318,87
319,75
320,20
321,68
322,9
324,7
326,37
327,75
329,2
331,50
332,12
333,80
334,14
335,71
336,17
338,40
339,72
340,76
341,58
342,34
343,85
345,44
347,82
348,51
349,35
350,43
353,74
354,56
356,71
357,68
358,93
359,2
