84,61
85,48
86,42
87,45
89,25
90,62
91,43
92,80
93,33
94,86
95,76
97,1
98,36
100,82
102,16
103,-1
104,73
105,80
106,25
107,29
108,64
110,81
111,43
112,89
113,50
114,88
115,58
116,68
117,61
118,91
119,68
120,19
121,21
122,78
123,81
124,30
126,25
127,43
128,63
130,96
131,97
132,51
133,91
135,81
136,58
137,95
138,69
139,80
140,26
141,37
142,23
143,54
145,58
147,86
149,39
150,32
151,79
152,31
153,40
154,73
157,21
158,7
159,33
161,25
162,94
164,42
166,9
167,65
168,50
169,87
170,59
171,82
172,5
173,52
174,89
175,48
176,75
