84,53
85,53
86,57
87,52
88,52
89,43
90,4
91,92
92,54
94,38
95,19
96,25
97,7
98,22
99,35
100,60
101,-1
102,90
103,11
105,65
106,50
107,38
108,15
109,36
110,79
112,68
113,37
114,2
116,44
118,42
121,87
122,53
123,92
124,23
125,8
126,76
127,40
129,33
130,50
131,95
133,70
134,96
135,61
136,69
137,9
138,63
139,11
140,86
141,88
142,26
143,44
144,30
146,92
147,59
148,97
149,78
151,69
153,93
155,75
156,31
157,80
158,8
159,55
160,21
161,77
162,24
163,36
164,18
165,57
166,67
167,65
168,78
169,51
170,12
171,92
172,55
173,95
174,29
175,56
176,64
