84,34
85,12
87,41
89,35
90,58
91,35
92,64
93,49
94,27
95,93
96,82
97,44
99,59
100,83
101,11
102,51
103,65
105,94
106,48
107,12
108,69
110,67
111,93
112,25
113,21
114,18
115,79
116,63
117,98
118,51
119,29
120,17
123,79
124,78
126,15
127,62
128,42
129,14
130,23
131,53
133,78
134,29
135,54
136,98
138,73
139,40
140,-1
141,66
144,82
145,93
148,9
149,1
150,46
152,97
153,54
154,43
155,61
156,49
157,28
158,89
159,52
161,62
163,12
165,58
166,65
167,95
168,67
169,67
170,64
171,6
172,77
173,92
174,46
175,34
176,64
