263,74
264,33
265,84
268,38
270,45
271,69
273,90
274,64
276,95
277,27
279,17
280,8
281,82
283,85
284,84
285,77
287,61
288,40
289,77
290,51
292,37
293,51
294,91
295,66
296,67
297,71
298,56
299,93
300,54
301,59
302,71
303,93
304,47
305,41
306,82
307,16
308,21
309,13
310,95
311,92
312,61
313,13
314,84
315,12
316,22
317,40
318,-1
320,58
321,49
322,39
323,48
324,83
325,48
328,96
329,91
331,75
332,1
333,75
334,94
335,53
336,50
337,20
339,55
341,2
342,76
344,25
345,4
346,75
347,26
348,60
350,25
352,64
353,32
354,55
355,45
356,41
357,91
358,50
359,56
360,61
