263,7
264,52
265,98
266,26
267,29
268,14
269,61
270,24
271,85
273,78
274,86
275,22
277,35
278,39
279,53
280,38
281,8
282,46
283,98
286,81
287,25
289,27
290,97
291,45
292,51
293,19
294,53
295,83
296,82
297,12
298,62
301,2
302,40
303,35
304,19
306,41
307,20
308,14
309,9
310,81
311,7
312,98
313,53
314,90
315,55
316,27
317,56
318,8
320,44
321,77
322,43
323,30
324,80
325,90
326,15
327,54
330,31
331,43
332,98
336,46
337,96
338,80
339,97
341,59
342,75
343,88
344,23
345,88
346,34
348,20
349,12
350,12
352,55
353,25
354,69
355,74
356,11
357,21
359,68
360,43
