84,13
85,76
86,48
87,9
88,63
89,44
90,1
91,58
92,84
93,1
94,23
95,63
96,81
97,67
98,31
100,83
101,63
102,94
103,46
104,73
105,11
106,29
107,7
108,27
109,75
110,68
111,13
112,54
113,36
114,99
115,55
116,77
117,7
118,39
119,26
121,9
122,40
123,2
124,49
125,25
126,46
127,19
128,57
129,59
130,48
131,7
132,4
133,29
134,2
135,11
136,16
137,100
138,97
139,77
140,7
141,34
143,70
144,52
145,28
146,34
147,48
148,86
150,29
151,45
152,64
153,67
155,59
156,86
158,74
159,81
160,68
162,98
163,5
164,79
165,4
166,62
167,53
169,72
170,55
171,53
172,91
173,11
174,1
175,15
176,42
