84,45
85,75
87,98
88,20
90,11
91,77
92,12
93,12
94,27
95,24
96,30
97,15
98,54
99,46
100,5
101,16
102,8
103,13
104,11
105,49
106,84
107,60
108,28
109,68
110,8
111,28
112,83
113,97
114,26
115,38
117,92
118,24
119,92
120,10
121,8
122,78
123,22
125,79
126,4
127,85
128,6
129,85
130,81
133,6
134,98
135,90
136,37
137,77
138,97
139,32
140,4
141,68
142,16
143,15
145,2
147,56
148,75
149,6
150,37
151,50
152,64
153,8
154,27
156,87
157,57
158,77
159,38
160,58
161,12
163,49
164,19
165,69
167,32
168,30
169,-1
170,72
171,20
172,70
173,6
174,55
175,66
176,68
