263,41
266,90
268,68
269,73
270,87
271,66
272,6
273,95
275,82
276,26
277,69
278,64
279,82
280,72
281,98
283,21
285,53
286,92
287,91
288,22
289,41
291,18
292,61
293,60
294,97
295,98
296,56
297,72
298,14
301,6
302,66
303,34
306,85
307,78
309,87
310,3
312,82
314,54
315,34
317,44
318,19
319,57
321,40
324,3
325,73
329,8
330,26
332,57
333,79
334,14
335,57
336,47
337,100
338,98
339,87
341,43
343,11
344,14
345,51
346,100
347,67
348,49
349,64
351,81
352,60
353,77
354,90
355,85
356,81
357,70
358,61
359,32
360,35
