361,16
362,79
363,100
364,26
365,-1
366,95
367,29
368,44
369,63
370,27
371,63
372,26
373,65
374,27
375,63
376,26
377,52
378,85
379,80
380,55
381,5
382,84
383,91
384,14
386,44
387,20
389,4
390,72
391,7
392,33
393,80
394,17
395,85
396,53
398,50
399,35
400,40
401,14
402,43
404,25
406,28
407,29
408,25
409,46
411,52
412,17
414,51
415,49
416,3
417,69
419,30
420,32
421,8
422,40
423,80
424,100
425,53
426,41
427,62
428,20
429,90
430,18
431,63
432,15
433,81
434,20
435,3
436,29
439,30
440,99
441,57
443,54
444,60
445,20
446,82
