264,25
266,61
267,71
268,80
269,23
270,6
271,44
272,90
273,14
274,97
275,31
277,65
278,46
279,76
281,20
282,95
283,54
284,76
285,75
286,46
287,26
288,89
290,28
291,13
292,66
293,34
294,54
296,66
297,56
298,93
299,54
300,45
301,60
302,25
303,41
305,10
306,40
307,36
308,90
309,64
310,79
311,58
312,19
313,47
315,53
316,59
317,61
319,28
320,2
321,-1
322,86
323,49
324,53
327,75
328,8
329,41
330,43
331,48
332,13
333,61
334,59
335,-1
336,10
338,85
339,97
340,34
341,22
342,66
343,72
344,58
345,71
347,70
348,31
349,36
352,44
353,68
354,89
355,26
356,46
357,71
358,90
359,26
360,19
