84,57
85,29
86,88
87,22
88,87
90,96
91,42
92,28
93,8
94,27
95,82
96,27
97,54
98,77
99,76
100,82
101,99
102,32
104,43
105,65
106,32
109,90
110,40
111,28
112,82
113,62
115,51
118,72
119,78
121,6
122,71
123,94
124,28
125,66
126,19
127,21
128,3
129,36
130,89
131,8
134,61
135,29
136,60
137,35
138,95
139,83
141,50
142,11
143,69
144,67
145,45
146,9
147,-1
148,84
149,19
150,26
151,20
152,11
154,81
155,30
157,11
158,11
159,59
161,45
162,64
163,60
164,65
165,24
167,31
168,64
169,70
170,22
171,28
172,14
173,19
174,4
175,16
176,5
